,proto_num,ttl,rate,header_len,fin,syn,rst,psh,ack,ece,cwr,ack_cnt,syn_cnt,fin_cnt,rst_cnt,http,https,dns,telnet,smtp,ssh,irc,tcp,udp,dhcp,arp,icmp,igmp,ipv,llc,tot_sum,min,max,avg,std,tot_size,iat,num,var
fin_cnt,-0.09295150009574772,0.034720087802311964,-0.04181317441523738,0.19305005602964737,0.9998055111947103,-0.037142252246781755,0.5500515101440585,0.08290136647039606,0.0626258218217555,0.01650084377398952,0.012895527016819038,0.06550679837366542,-0.03774283747899186,1.0,0.5509192309607877,0.16829804476647076,0.107708490075518,0.12460529862765692,0.0005401703581628394,-0.00010730518560291379,0.029101682821927877,0.00018813632628831195,0.180610778519668,-0.056105400936256544,0.024241011349357786,0.03791180701840536,-0.07231999394133927,0.01167927002018821,-0.03791180701840536,-0.03791180701840536,-0.10866232445443198,-0.06319033762350804,0.0028044105985940843,-0.01852939657583277,0.06937967536240001,-0.01852939657583277,0.04128097322448559,-0.056368021684502084,0.06938086577823618
rst_cnt,-0.12324180620789701,-0.007150143631417595,0.09677973259629187,0.16656308380411564,0.5497868665383959,0.0073572122841706585,0.999861020829616,-0.03757610327314272,-0.004567167590483661,0.004699202826198665,0.0010788132048507283,0.02077768519809984,0.008829914021605404,0.5509192309607877,1.0,0.032307144976217235,-0.07036016131187317,-0.02636195958872977,-0.0016474126762830576,0.006631185873994935,-0.00851402164275229,0.001034709612853324,0.2709584963415566,-0.17960258122912529,0.005996666895769021,-0.029515877904712558,-0.11669434006543652,0.002601988947755249,0.029515877904712558,0.029515877904712558,-0.08754353315207884,-0.1573414770232638,-0.16113366871654872,-0.17326089428927036,-0.11430292725590985,-0.17326089428927036,-0.09701091830163378,0.0656897943002299,-0.11430063305473251
http,-0.07878804439780049,0.09253724803178663,-0.1592879415558681,0.22924056679904636,0.16860109723132224,0.18445019267970683,0.031680455064118,0.19974081333439148,0.21665274010579424,0.017205616901898226,0.015801112775062125,0.21708187734286694,0.1803904140747642,0.16829804476647076,0.032307144976217235,1.0,0.07666421114591968,0.211660284213063,0.014804388660687845,0.013645686202245712,0.02222771004888269,0.018387789374142087,0.13849982612745101,0.003246479274040545,0.030053979711414044,0.061401053554160395,-0.05519601938531246,0.005704053857865597,-0.061401053554160395,-0.061401053554160395,-0.10311135824613071,0.003972014640400774,0.13396901496611585,0.11099293984803797,0.20078098293420968,0.11099293984803797,0.16058833180852902,-0.1991896263281552,0.20078181914008614
https,-0.0992284094233798,0.4097937239560722,-0.5352765119967926,0.5011366783317115,0.10865529031607331,0.006004763457208771,-0.06974291199900191,0.48891352286889594,0.6642301498240861,0.04665952686710684,0.03928788364421859,0.6274714431148196,0.003276877715726968,0.107708490075518,-0.07036016131187317,0.07666421114591968,1.0,0.16618659294520852,-0.007828760475497534,-0.010395120330059819,0.08565892883373336,0.006413081772631995,0.19631201095694525,0.04336017658507379,0.05192889616434888,0.13838717431513461,-0.10002144949326855,0.03163320897331929,-0.13838717431513461,-0.13838717431513461,-0.19109384713661892,0.20780897879484156,0.5224671700457061,0.4876978962401756,0.6099553194388165,0.4876978962401756,0.5388673214830515,-0.687698715469879,0.6099566684594648
dns,0.06698297199256055,0.23712536497865339,-0.2975938092924289,0.004200579409774705,0.12487613245457667,0.08606886618554528,-0.026317724221969784,0.16399865713916637,0.14405509323991397,0.02648878918573792,0.02028492927835276,0.14511356892880897,0.08460036605648957,0.12460529862765692,-0.02636195958872977,0.211660284213063,0.16618659294520852,1.0,-0.007891746608856502,-0.008189843666340181,0.020743231401478084,0.01737367663914981,-0.11953865183394752,0.274131658804907,0.04932808582760267,0.1603611780664499,0.049978761445557685,0.019713198428845752,-0.1603611780664499,-0.1603611780664499,-0.02887601417864782,0.0376344422743658,0.2715673425712014,0.25295286130139466,0.3500630702713831,0.25295286130139466,0.2966579514486269,-0.20626875384854695,0.35006163550151337
telnet,-0.010532398126004882,-0.011856641295246705,0.0032645259080813006,0.01671906422754582,0.0003967910818347585,0.0232811974797147,-0.0015654940202053142,-0.008671444375755857,-0.006918355011368101,-0.0008164401838805091,-0.0006943029493969942,-0.006898798990962883,0.02339587978906043,0.0005401703581628394,-0.0016474126762830573,0.014804388660687845,-0.007828760475497534,-0.007891746608856502,1.0,0.8522047491659337,0.1953734198911033,0.6426719300879752,0.02323891253729178,-0.018216114694528062,-0.0022294263481050553,-0.0041830476670878395,-0.008972513095533853,-0.0008912819028941094,0.0041830476670878395,0.0041830476670878395,-0.0053849263471116475,-0.011400615505344946,-0.013170264883874159,-0.014119857659483632,-0.009324839866508115,-0.014119857659483632,-0.0034806022353705457,0.007245869773902813,-0.009325646552538269
smtp,-0.01028785787168059,-0.007520775604874373,0.0009101702594651417,0.013843460221464184,-0.00024541905110784124,0.02063258849353104,0.0071275374613665845,-0.011222692560792419,-0.0039778732169544325,-0.0008472797975286569,-0.0007205290405876583,-0.004075562165419804,0.021227796929646294,-0.0001073051856029138,0.006631185873994935,0.013645686202245714,-0.010395120330059819,-0.008189843666340181,0.8522047491659337,1.0,0.172062052999296,0.619246786695278,0.02253536406919942,-0.020354079439811087,-0.002313639066427875,0.0008025745434427265,-0.009470089364435089,-0.0009249485328316471,-0.0008025745434427265,-0.0008025745434427265,-0.00575539240852849,-0.011831254007071827,-0.015867404169533632,-0.015998443276118095,-0.012336728991141403,-0.015998443276118095,-0.0010153745366509028,0.005875665330598527,-0.012337465161784146
ssh,-0.03584775204236569,0.0456598228726034,-0.14171084300931663,0.12040322824108643,0.029929780607777696,0.010847593593248215,-0.00796327346491049,0.17038280666666586,0.13964478198779412,0.021157254260700895,0.01881666148729577,0.13026787556202848,0.008711909849119662,0.029101682821927877,-0.00851402164275229,0.02222771004888269,0.08565892883373336,0.020743231401478088,0.1953734198911033,0.172062052999296,1.0,0.1468897359603106,0.027936165270882066,0.025645714881403017,0.007989372919328268,0.03963916767995039,-0.012433980783442667,-0.004158546620448657,-0.03963916767995039,-0.03963916767995039,-0.1199102109049315,0.041864835774087124,0.09121754968579426,0.08585583781094715,0.12760684667503774,0.08585583781094715,0.14172248629404174,-0.17310612373221085,0.12760633668974786
irc,-0.005572301357758939,0.008023302649654476,-0.015265783552649168,0.017199639113273005,2.553574236084361e-06,0.03733152046623663,0.0012729426700206293,0.005923623958887546,0.003834325980429055,-0.0010743363358774415,-0.0009136185373664024,0.0038351176379743802,0.03706363549805467,0.00018813632628831198,0.001034709612853324,0.018387789374142087,0.006413081772631995,0.01737367663914981,0.6426719300879752,0.619246786695278,0.14688973596031063,0.9999999999999999,0.016779684066864302,-0.007953588798462833,-0.002933654885221028,0.007001021244481324,-0.005837113824665454,-0.0011728189678734283,-0.007001021244481324,-0.007001021244481324,-0.009791651518372885,-0.0043829911015787594,0.0005778133686463109,0.0007728198483448863,0.007638666612734524,0.0007728198483448863,0.015010548396816158,-0.00868954262714027,0.007638084785748456
tcp,-0.4284048934260492,0.03517992908714506,0.11076384782903413,0.8120044210783313,0.1807691366740623,0.3654406737407593,0.27076375141144343,0.21167859744163375,0.3176639457612252,0.0024682068934106655,0.0032384663502917567,0.31797865995098695,0.364409433793768,0.180610778519668,0.2709584963415566,0.13849982612745104,0.19631201095694528,-0.11953865183394753,0.02323891253729178,0.02253536406919942,0.027936165270882066,0.0167796840668643,0.9999999999999999,-0.6225822228625986,-0.034023928533606196,-0.16951771136711172,-0.43700722501022954,-0.011538836366304024,0.16951771136711172,0.16951771136711172,-0.26935075520966084,-0.14028656262124164,-0.20612620306469778,-0.24167261227988562,-0.06587443229230817,-0.24167261227988562,-0.10707510076587953,-0.132733991515016,-0.0658750006107965
udp,0.5786624437881431,0.16723131780015837,-0.25528544203403764,-0.27632016795012043,-0.0557899621785978,-0.19558031176801166,-0.1792353964558418,0.02632810592818908,-0.041802844533535416,0.014461560581534614,0.010069229711502198,-0.04831021114587735,-0.1965972579095359,-0.056105400936256544,-0.17960258122912529,0.0032464792740405446,0.04336017658507378,0.274131658804907,-0.018216114694528066,-0.020354079439811087,0.025645714881403017,-0.007953588798462833,-0.6225822228625986,0.9999999999999999,0.0763550296422645,0.09855716889758667,-0.0665199985276736,0.01741337110487539,-0.09855716889758667,-0.09855716889758667,0.03570047562396499,0.060208905655647425,0.25360633441833624,0.2545119863175765,0.26320720187355795,0.2545119863175765,0.2533383641550304,-0.1329415958645423,0.26320712793612205
dhcp,0.021873215382686183,0.07372743406425573,-0.09213657393227491,-0.008298802332876713,0.023632141623531906,0.010726982763761755,0.005930255576957232,0.05743202300178986,0.044541119276690556,0.004814822589407844,0.006635190766556488,0.04899710099534502,0.011917902988900955,0.024241011349357786,0.005996666895769021,0.030053979711414044,0.05192889616434888,0.04932808582760267,-0.002229426348105055,-0.002313639066427875,0.007989372919328268,-0.0029336548852210275,-0.034023928533606196,0.0763550296422645,0.9999999999999999,0.07488612975513868,0.01214899583980242,0.039893224571235245,-0.07488612975513868,-0.07488612975513868,0.011166315588647101,-0.0013649552428014894,0.09589616075538164,0.08151679649378342,0.11212381305256915,0.08151679649378342,0.09157689106127453,-0.04910725847670874,0.11212375896686315
arp,0.06964054534873931,-0.08309051675101693,-0.3183826059405398,-0.10940588847107388,0.03752516891588308,0.018788538094222082,-0.029416241527894467,0.14625468513642123,0.11611985751945653,0.015087921349162479,0.017254267577681868,0.12070111982479234,0.019517429481633347,0.03791180701840536,-0.029515877904712554,0.061401053554160395,0.13838717431513461,0.1603611780664499,-0.0041830476670878395,0.0008025745434427265,0.03963916767995039,0.007001021244481324,-0.16951771136711172,0.09855716889758667,0.07488612975513868,1.0,0.05564997171037732,0.03411885371516749,-1.0,-1.0,-0.035828682813079486,-0.21579999200792246,0.2084682890985062,0.20087502939710863,0.2863697223322815,0.20087502939710863,0.3171221372188753,-0.15916154655807324,0.2863689827142894
icmp,-0.36266031719717295,0.06444141433304736,0.07546724237558146,-0.4927500238475203,-0.07318429103034217,-0.15174840079935242,-0.11676129344445707,-0.10540161611330791,-0.14934600080585778,0.003940060066974202,0.00571596424856978,-0.14588862640901418,-0.14984171377952027,-0.07231999394133927,-0.11669434006543652,-0.055196019385312454,-0.10002144949326856,0.04997876144555768,-0.008972513095533853,-0.009470089364435089,-0.012433980783442666,-0.005837113824665454,-0.4370072250102295,-0.06651999852767358,0.012148995839802421,0.05564997171037732,0.9999999999999999,0.00572768837110572,-0.05564997171037732,-0.05564997171037732,0.021354934275759567,-0.11813768380840019,-0.05921084539498167,-0.06560215575117997,0.014689926527919474,-0.06560215575117997,-0.07730719479949505,0.10644458112482658,0.014691585771449198
igmp,0.008841079329967605,0.01131477042408526,-0.03918612460295741,0.00012285729818886412,0.011440401013019167,-0.0008192191903876266,0.0024615572120133492,0.026177515830681734,0.024880521740042752,-0.0011986262432642514,-0.0010193150121146014,0.02709256985052197,-0.00030961836463918837,0.01167927002018821,0.002601988947755249,0.005704053857865598,0.03163320897331929,0.019713198428845752,-0.0008912819028941094,-0.0009249485328316471,-0.004158546620448657,-0.0011728189678734285,-0.011538836366304022,0.01741337110487539,0.039893224571235245,0.03411885371516749,0.005727688371105721,0.9999999999999999,-0.03411885371516749,-0.03411885371516749,-0.004146933500348974,-0.022492057207168282,0.03188947843546597,0.027169088808497575,0.03915659010193578,0.027169088808497575,0.03917842818760371,-0.023432128476116237,0.0391571373409654
ipv,-0.06964054534873931,0.08309051675101693,0.3183826059405398,0.10940588847107388,-0.03752516891588308,-0.018788538094222082,0.029416241527894467,-0.14625468513642123,-0.11611985751945653,-0.015087921349162479,-0.017254267577681868,-0.12070111982479234,-0.019517429481633347,-0.03791180701840536,0.029515877904712554,-0.061401053554160395,-0.13838717431513461,-0.1603611780664499,0.0041830476670878395,-0.0008025745434427265,-0.03963916767995039,-0.007001021244481324,0.16951771136711172,-0.09855716889758667,-0.07488612975513868,-1.0,-0.05564997171037732,-0.03411885371516749,1.0,1.0,0.035828682813079486,0.21579999200792246,-0.2084682890985062,-0.20087502939710863,-0.2863697223322815,-0.20087502939710863,-0.3171221372188753,0.15916154655807324,-0.2863689827142894
llc,-0.06964054534873931,0.08309051675101693,0.3183826059405398,0.10940588847107388,-0.03752516891588308,-0.018788538094222082,0.029416241527894467,-0.14625468513642123,-0.11611985751945653,-0.015087921349162479,-0.017254267577681868,-0.12070111982479234,-0.019517429481633347,-0.03791180701840536,0.029515877904712554,-0.061401053554160395,-0.13838717431513461,-0.1603611780664499,0.0041830476670878395,-0.0008025745434427265,-0.03963916767995039,-0.007001021244481324,0.16951771136711172,-0.09855716889758667,-0.07488612975513868,-1.0,-0.05564997171037732,-0.03411885371516749,1.0,1.0,0.035828682813079486,0.21579999200792246,-0.2084682890985062,-0.20087502939710863,-0.2863697223322815,-0.20087502939710863,-0.3171221372188753,0.15916154655807324,-0.2863689827142894
tot_sum,0.3765812540244946,-0.1524873042276127,0.02912464528092811,-0.3680081917232782,-0.11366272153835408,-0.12436298693817083,-0.0904133693328132,-0.23680410101649405,-0.20922813156351758,-0.016057576435414743,-0.019530327109509457,-0.1770740124788133,-0.11148447351136512,-0.108662324454432,-0.08754353315207884,-0.10311135824613071,-0.19109384713661895,-0.02887601417864782,-0.005384926347111647,-0.0057553924085284895,-0.1199102109049315,-0.009791651518372885,-0.26935075520966084,0.035700475623964986,0.011166315588647103,-0.035828682813079486,0.021354934275759567,-0.004146933500348974,0.035828682813079486,0.035828682813079486,1.0,0.3417416073952726,0.3984912672620852,0.43766432778586795,0.13353409749960682,0.43766432778586795,-0.03235133274588401,0.4546141669941308,0.13353328377925508
min,0.26340339779363575,0.1620830454968833,-0.30315042207721044,0.051603578712503234,-0.06188287802636531,-0.18321442571088403,-0.15733791820236123,0.08057296412915665,0.18318686842348583,0.007853822899014349,-0.0006844138194910461,0.15364165844048708,-0.18566984208981752,-0.06319033762350804,-0.1573414770232638,0.0039720146404007735,0.20780897879484156,0.037634442274365805,-0.011400615505344946,-0.011831254007071825,0.041864835774087124,-0.004382991101578759,-0.14028656262124164,0.060208905655647425,-0.0013649552428014894,-0.21579999200792244,-0.11813768380840017,-0.022492057207168282,0.21579999200792244,0.21579999200792244,0.34174160739527265,1.0,0.5280734329218759,0.5948587959735335,0.20421865904201794,0.5948587959735335,0.3069055739478745,-0.25312405155205914,0.2042184193930611
max,0.3262583897050269,0.3434101195051801,-0.7108107494480922,0.11021304350068423,0.0026382308904813706,-0.13195792217402935,-0.16084679426194828,0.369430861935208,0.49233957998844086,0.034577544428029496,0.02816057183666746,0.4668875207549933,-0.13162035987448104,0.0028044105985940843,-0.16113366871654872,0.13396901496611585,0.5224671700457062,0.2715673425712014,-0.01317026488387416,-0.015867404169533632,0.09121754968579426,0.0005778133686463109,-0.20612620306469778,0.25360633441833624,0.09589616075538164,0.2084682890985062,-0.05921084539498167,0.031889478435465975,-0.2084682890985062,-0.2084682890985062,0.3984912672620852,0.5280734329218758,1.0,0.9797035184716619,0.8539461585339307,0.9797035184716619,0.7129327613056742,-0.5463370481466382,0.8539460938425351
avg,0.3773391481517179,0.32249820864712747,-0.7044967110154571,0.06379882745661317,-0.018429663751634507,-0.1552534034868427,-0.1728902631745795,0.32241703925017634,0.4556929794644887,0.029178515062550908,0.023669378504249453,0.4280814745595146,-0.15498214325144122,-0.01852939657583277,-0.17326089428927036,0.11099293984803797,0.48769789624017557,0.25295286130139466,-0.014119857659483632,-0.015998443276118095,0.08585583781094715,0.0007728198483448864,-0.24167261227988562,0.25451198631757643,0.0815167964937834,0.2008750293971086,-0.06560215575117997,0.027169088808497575,-0.2008750293971086,-0.2008750293971086,0.437664327785868,0.5948587959735335,0.9797035184716619,0.9999999999999999,0.7946765582634517,0.9999999999999999,0.7067562036547528,-0.5278397810957256,0.7946762512343831
std,0.1273954338343481,0.42260114057200004,-0.7014363353879817,0.2615066337424268,0.06970379730584257,-0.03758984265982991,-0.11382299396676292,0.48975725976217627,0.5972774653636427,0.04232577580941864,0.035099681957764285,0.5719260741776859,-0.03831158608517844,0.06937967536240001,-0.11430292725590983,0.2007809829342097,0.6099553194388165,0.3500630702713831,-0.009324839866508115,-0.012336728991141403,0.12760684667503772,0.007638666612734523,-0.06587443229230817,0.26320720187355795,0.11212381305256915,0.28636972233228153,0.014689926527919476,0.03915659010193578,-0.28636972233228153,-0.28636972233228153,0.13353409749960682,0.20421865904201794,0.8539461585339307,0.7946765582634517,0.9999999999999999,0.7946765582634517,0.703557228880713,-0.6444233945278827,0.9999999014491502
tot_size,0.3773391481517179,0.32249820864712747,-0.7044967110154571,0.06379882745661317,-0.018429663751634507,-0.1552534034868427,-0.1728902631745795,0.32241703925017634,0.4556929794644887,0.029178515062550908,0.023669378504249453,0.4280814745595146,-0.15498214325144122,-0.01852939657583277,-0.17326089428927036,0.11099293984803797,0.48769789624017557,0.25295286130139466,-0.014119857659483632,-0.015998443276118095,0.08585583781094715,0.0007728198483448864,-0.24167261227988562,0.25451198631757643,0.0815167964937834,0.2008750293971086,-0.06560215575117997,0.027169088808497575,-0.2008750293971086,-0.2008750293971086,0.437664327785868,0.5948587959735335,0.9797035184716619,0.9999999999999999,0.7946765582634517,0.9999999999999999,0.7067562036547528,-0.5278397810957256,0.7946762512343831
iat,0.20842305082649698,0.3827444780991393,-0.9965199658028632,0.20989642116233206,0.043019246711639786,-0.011357665900063088,-0.0951447208371905,0.425982949640963,0.5055524699971288,0.04101250483703004,0.03544184846546389,0.474477543466726,-0.01574865411533681,0.04128097322448559,-0.09701091830163378,0.16058833180852902,0.5388673214830515,0.2966579514486269,-0.0034806022353705457,-0.0010153745366509028,0.14172248629404177,0.015010548396816158,-0.10707510076587952,0.2533383641550304,0.09157689106127453,0.3171221372188753,-0.07730719479949504,0.03917842818760371,-0.3171221372188753,-0.3171221372188753,-0.03235133274588402,0.30690557394787443,0.7129327613056742,0.7067562036547529,0.7035572288807131,0.7067562036547529,0.9999999999999999,-0.6639923095679905,0.7035592790834968
