cohort_order,row,SampleID,true_category,input_target_logit,baseline_target_logit,logit_difference,convergence_delta,absolute_delta,relative_delta
88,4114,Merged63:126899,BruteForce,1.2635505199432373,-3.1451942920684814,4.408744812011719,0.02403736114501953,0.02403736114501953,0.0054522006081026125
89,4125,Merged31:150961,BruteForce,4.913058757781982,-3.1292734146118164,8.042332172393799,-0.011522293090820312,0.011522293090820312,0.0014327054446186477
90,4141,Merged16:242327,BruteForce,4.26873779296875,-3.1432416439056396,7.41197943687439,0.020421981811523438,0.020421981811523438,0.002755266927741954
91,4234,Merged25:16146,BruteForce,4.380077838897705,-3.1714870929718018,7.551564931869507,0.006701469421386719,0.006701469421386719,0.0008874279016134562
92,4281,Merged55:100172,BruteForce,3.6898608207702637,-3.172358751296997,6.862219572067261,0.022893428802490234,0.022893428802490234,0.003336155097059002
93,4282,Merged29:579013,BruteForce,3.340528726577759,-3.159363269805908,6.499891996383667,-0.003734111785888672,0.003734111785888672,0.0005744882819539483
94,4884,Merged16:739562,BruteForce,1.7963778972625732,-3.1458094120025635,4.942187309265137,0.03303050994873047,0.03303050994873047,0.006683378812212975
95,4989,Merged46:411225,BruteForce,4.75437593460083,-3.159363269805908,7.913739204406738,0.0469975471496582,0.0469975471496582,0.0059387283224455745
96,5092,Merged18:391995,BruteForce,4.481048107147217,-3.172358751296997,7.653406858444214,0.04713916778564453,0.04713916778564453,0.006159239755251558
97,5186,Merged40:288398,BruteForce,4.001123905181885,-3.1292734146118164,7.130397319793701,-0.007962226867675781,0.007962226867675781,0.0011166596348807876
98,5202,Merged11:520091,BruteForce,4.4710540771484375,-3.1664557456970215,7.637509822845459,-0.014210224151611328,0.014210224151611328,0.0018605834206727233
99,5293,Merged12:334929,BruteForce,3.03659987449646,-3.172358751296997,6.208958625793457,0.13991260528564453,0.13991260528564453,0.02253398898559495
100,5300,Merged39:299456,BruteForce,2.9799537658691406,-3.1432416439056396,6.12319540977478,0.0312657356262207,0.0312657356262207,0.00510611429717065
101,5303,Merged45:301537,BruteForce,2.213418960571289,-3.172358751296997,5.385777711868286,-0.06892538070678711,0.06892538070678711,0.012797665331582615
102,5326,Merged55:288840,BruteForce,4.659436225891113,-3.1292734146118164,7.78870964050293,0.0009741783142089844,0.0009741783142089844,0.0001250757004912665
103,5588,Merged27:389404,BruteForce,4.483753681182861,-3.172358751296997,7.656112432479858,-0.0028944015502929688,0.0028944015502929688,0.00037805107694264303
104,5747,Merged40:416575,BruteForce,2.88497257232666,-3.1358847618103027,6.020857334136963,-0.1463618278503418,0.1463618278503418,0.024309134019918025
105,6352,Merged38:136508,BruteForce,4.628175258636475,-3.166985034942627,7.795160293579102,0.03046560287475586,0.03046560287475586,0.003908271507880406
106,6655,Merged25:134201,BruteForce,3.161501169204712,-3.1451942920684814,6.306695461273193,0.037485599517822266,0.037485599517822266,0.005943778282621354
107,6685,Merged04:174907,BruteForce,4.653928279876709,-3.1664557456970215,7.8203840255737305,-0.01528787612915039,0.01528787612915039,0.0019548753717409445
108,6968,Merged54:670953,BruteForce,4.447144985198975,-3.142606258392334,7.589751243591309,-0.031104087829589844,0.031104087829589844,0.004098169601520702
109,7031,Merged10:827740,BruteForce,3.4566707611083984,-3.1719954013824463,6.628666162490845,0.08566951751708984,0.08566951751708984,0.012924095951891765
110,7099,Merged10:93274,BruteForce,3.2300620079040527,-3.166985034942627,6.39704704284668,0.0343937873840332,0.0343937873840332,0.005376509998076863
111,7113,Merged35:64938,BruteForce,4.540511608123779,-3.166985034942627,7.707496643066406,0.021056652069091797,0.021056652069091797,0.0027319703198358403
112,7378,Merged31:436943,BruteForce,4.649295330047607,-3.1515607833862305,7.800856113433838,-0.005269050598144531,0.005269050598144531,0.000675445171853729
113,7442,Merged59:242249,BruteForce,4.01589298248291,-3.1474313735961914,7.163324356079102,-0.007336616516113281,0.007336616516113281,0.0010241915836028165
114,7552,Merged21:598094,BruteForce,3.4071567058563232,-3.1274027824401855,6.534559488296509,0.003036022186279297,0.003036022186279297,0.0004646100768868746
115,7597,Merged48:111407,BruteForce,4.28150749206543,-3.133427619934082,7.414935111999512,-0.003345966339111328,0.003345966339111328,0.0004512468805959726
116,7805,Merged14:677786,BruteForce,3.273228406906128,-3.1465063095092773,6.419734716415405,-0.04018211364746094,0.04018211364746094,0.006259154844002256
117,8070,Merged19:5209,BruteForce,4.387659072875977,-3.172358751296997,7.560017824172974,0.10222053527832031,0.10222053527832031,0.013521202946304257
118,8189,Merged32:70449,BruteForce,2.049182415008545,-3.1515607833862305,5.200743198394775,-0.07865667343139648,0.07865667343139648,0.015124121770841156
119,8400,Merged49:39345,BruteForce,3.503835439682007,-3.1347317695617676,6.638567209243774,0.03757762908935547,0.03757762908935547,0.005660502922532901
120,40,Merged16:208040,DDoS,7.271856307983398,1.5093555450439453,5.762500762939453,0.041736602783203125,0.041736602783203125,0.007242793450306334
121,124,Merged26:567226,DDoS,4.704541206359863,1.4745259284973145,3.230015277862549,0.01399683952331543,0.01399683952331543,0.0043333663525510595
122,333,Merged21:374698,DDoS,7.848236083984375,1.471781849861145,6.37645423412323,0.01044607162475586,0.01044607162475586,0.0016382257664227095
123,477,Merged08:480319,DDoS,7.622796535491943,1.4701194763183594,6.152677059173584,-0.008786678314208984,0.008786678314208984,0.0014281065347169699
124,677,Merged36:546810,DDoS,4.671631336212158,1.4745259284973145,3.1971054077148438,0.011906147003173828,0.011906147003173828,0.003724039556044491
125,1300,Merged50:324089,DDoS,7.65778923034668,1.4688489437103271,6.1889402866363525,0.03463602066040039,0.03463602066040039,0.005596438009781613
126,1393,Merged55:314292,DDoS,8.390535354614258,1.4654443264007568,6.925091028213501,0.013274192810058594,0.013274192810058594,0.0019168257508786857
127,1489,Merged53:885312,DDoS,8.345183372497559,1.4745259284973145,6.870657444000244,0.0015916824340820312,0.0015916824340820312,0.0002316637741082489
128,1736,Merged29:305544,DDoS,8.131791114807129,1.4745259284973145,6.6572651863098145,-0.04680776596069336,0.04680776596069336,0.007031080278572972
129,1769,Merged17:497473,DDoS,7.640345573425293,1.4654443264007568,6.174901247024536,0.11165046691894531,0.11165046691894531,0.018081336438011162
130,1900,Merged01:486656,DDoS,6.440951347351074,1.5139726400375366,4.926978707313538,0.003161907196044922,0.003161907196044922,0.0006417537772898088
131,1964,Merged12:779130,DDoS,7.834926605224609,1.4745259284973145,6.360400676727295,-0.020252227783203125,0.020252227783203125,0.0031841119471145937
132,2512,Merged21:376552,DDoS,7.501215934753418,1.4958759546279907,6.005339980125427,0.1504054069519043,0.1504054069519043,0.02504527761120411
133,2975,Merged55:41029,DDoS,7.573508262634277,1.4745259284973145,6.098982334136963,-0.02601480484008789,0.02601480484008789,0.004265433709240136
134,3031,Merged41:286029,DDoS,5.333337783813477,1.4745259284973145,3.858811855316162,0.01794910430908203,0.01794910430908203,0.004651458786298203
135,3061,Merged21:341290,DDoS,8.006673812866211,1.4654443264007568,6.541229486465454,0.0023298263549804688,0.0023298263549804688,0.00035617560273663287
136,3168,Merged01:2162,DDoS,7.251979351043701,1.4953125715255737,5.756666779518127,-0.020501136779785156,0.020501136779785156,0.003561285995000955
137,3465,Merged35:748152,DDoS,7.645421028137207,1.4745259284973145,6.170895099639893,-0.005571842193603516,0.005571842193603516,0.0009029228505162346
138,3469,Merged24:387546,DDoS,6.583194732666016,1.4654443264007568,5.117750406265259,0.002933979034423828,0.002933979034423828,0.0005732946708053579
139,3484,Merged56:418870,DDoS,8.21465015411377,1.4654443264007568,6.749205827713013,0.031334877014160156,0.031334877014160156,0.004642750245591201
140,3675,Merged55:631743,DDoS,7.685117244720459,1.49336576461792,6.191751480102539,-0.03685903549194336,0.03685903549194336,0.005952925534946204
141,3753,Merged04:333633,DDoS,7.855461597442627,1.4701194763183594,6.385342121124268,-0.03779411315917969,0.03779411315917969,0.005918886168079789
142,3786,Merged31:203969,DDoS,7.314101219177246,1.5167068243026733,5.797394394874573,-0.2697601318359375,0.2697601318359375,0.04653127137157171
143,3791,Merged10:842389,DDoS,5.045494556427002,1.4701194763183594,3.5753750801086426,0.015291929244995117,0.015291929244995117,0.004277013992202029
144,3809,Merged38:361940,DDoS,7.937021732330322,1.49336576461792,6.443655967712402,-0.01926898956298828,0.01926898956298828,0.0029903814945336183
145,3843,Merged09:647957,DDoS,8.14639949798584,1.4654443264007568,6.680955171585083,0.013311386108398438,0.013311386108398438,0.0019924375731502266
146,4122,Merged50:405580,DDoS,8.296263694763184,1.4745259284973145,6.821737766265869,-0.03385210037231445,0.03385210037231445,0.004962386642845794
147,4470,Merged32:30550,DDoS,4.764228343963623,1.4654443264007568,3.298784017562866,-0.01401209831237793,0.01401209831237793,0.004247655571803708
148,4536,Merged05:72169,DDoS,4.740087032318115,1.4745259284973145,3.265561103820801,0.023145437240600586,0.023145437240600586,0.007087736687431681
149,4721,Merged19:362115,DDoS,8.432910919189453,1.4654443264007568,6.967466592788696,-0.01425933837890625,0.01425933837890625,0.002046559992647057
150,4878,Merged20:106163,DDoS,8.284561157226562,1.4654443264007568,6.819116830825806,-0.023496150970458984,0.023496150970458984,0.0034456296252682863
151,5168,Merged12:578084,DDoS,4.94229793548584,1.4745259284973145,3.4677720069885254,0.02420210838317871,0.02420210838317871,0.006979152128341981
152,5182,Merged18:606864,DDoS,7.970930099487305,1.4745259284973145,6.49640417098999,-0.011852741241455078,0.011852741241455078,0.0018245079784881724
153,5284,Merged50:364401,DDoS,7.845692157745361,1.5139726400375366,6.331719517707825,-0.022385597229003906,0.022385597229003906,0.0035354688669323466
154,5399,Merged63:284813,DDoS,8.324599266052246,1.4918979406356812,6.832701325416565,-0.01380157470703125,0.01380157470703125,0.002019929461235424
155,5591,Merged53:780052,DDoS,7.62800931930542,1.4701194763183594,6.1578898429870605,0.022783756256103516,0.022783756256103516,0.003699929170063166
156,5665,Merged39:145270,DDoS,5.96929407119751,1.4745259284973145,4.494768142700195,0.017236709594726562,0.017236709594726562,0.003834838427143374
157,5723,Merged26:348604,DDoS,5.109795570373535,1.4745259284973145,3.6352696418762207,0.018195629119873047,0.018195629119873047,0.0050053038460393245
158,5831,Merged22:732411,DDoS,5.245215892791748,1.471781849861145,3.773434042930603,-0.008665084838867188,0.008665084838867188,0.0022963392867833272
159,5870,Merged61:175478,DDoS,7.82702112197876,1.4745259284973145,6.352495193481445,-0.06128883361816406,0.06128883361816406,0.009647993701916538
160,6065,Merged56:132833,DDoS,5.091800212860107,1.4654443264007568,3.6263558864593506,0.01363825798034668,0.01363825798034668,0.0037608713560826506
161,6106,Merged47:520225,DDoS,7.932999610900879,1.4654443264007568,6.467555284500122,-0.03082418441772461,0.03082418441772461,0.0047659715397557695
162,6247,Merged09:630913,DDoS,7.764910697937012,1.4654443264007568,6.299466371536255,0.033905982971191406,0.033905982971191406,0.00538235796041288
163,6471,Merged55:629448,DDoS,5.3675923347473145,1.498447299003601,3.8691450357437134,-0.005151987075805664,0.005151987075805664,0.0013315569791803805
164,6705,Merged57:398852,DDoS,4.902440547943115,1.4654443264007568,3.4369962215423584,-0.01008152961730957,0.01008152961730957,0.0029332384929959174
165,6729,Merged57:271373,DDoS,5.141566276550293,1.5036189556121826,3.6379473209381104,-0.00688934326171875,0.00688934326171875,0.0018937446460720625
166,6771,Merged56:446445,DDoS,8.360684394836426,1.4654443264007568,6.895240068435669,-0.012630939483642578,0.012630939483642578,0.0018318346218956483
167,6877,Merged53:120904,DDoS,8.075424194335938,1.4745259284973145,6.600898265838623,0.013592720031738281,0.013592720031738281,0.0020592227730707752
168,7205,Merged16:460728,DDoS,7.86470365524292,1.4654443264007568,6.399259328842163,-0.056540489196777344,0.056540489196777344,0.008835473965235815
169,7277,Merged09:334548,DDoS,8.098105430603027,1.4745259284973145,6.623579502105713,0.006303310394287109,0.006303310394287109,0.0009516471255886963
170,7341,Merged12:21940,DDoS,8.280940055847168,1.4745259284973145,6.8064141273498535,-0.09248685836791992,0.09248685836791992,0.013588191467263927
171,7475,Merged08:120384,DDoS,5.032149314880371,1.4654443264007568,3.5667049884796143,0.010825872421264648,0.010825872421264648,0.003035258720929261
172,7501,Merged03:454460,DDoS,7.933303356170654,1.4745259284973145,6.45877742767334,-0.011515617370605469,0.011515617370605469,0.0017829407344593644
173,7551,Merged26:109100,DDoS,5.8827738761901855,1.4701194763183594,4.412654399871826,0.04241037368774414,0.04241037368774414,0.009611079827365594
174,7626,Merged21:305207,DDoS,7.709099769592285,1.5167068243026733,6.192392945289612,0.029424667358398438,0.029424667358398438,0.00475174421558325
175,7947,Merged45:556279,DDoS,8.155994415283203,1.4745259284973145,6.681468486785889,0.013537406921386719,0.013537406921386719,0.002026112515259182
176,8006,Merged60:564528,DDoS,8.29374885559082,1.4701194763183594,6.823629379272461,-0.057219505310058594,0.057219505310058594,0.00838549430657375
177,8239,Merged27:545555,DDoS,6.093409538269043,1.4745259284973145,4.6188836097717285,0.0022954940795898438,0.0022954940795898438,0.0004969802821472893
178,8435,Merged53:457782,DDoS,7.539307594299316,1.4654443264007568,6.07386326789856,0.4106740951538086,0.4106740951538086,0.06761332566116425
179,8563,Merged62:452857,DDoS,7.847062110900879,1.4701194763183594,6.3769426345825195,0.014655113220214844,0.014655113220214844,0.002298140983853193
180,27,Merged50:244296,DoS,4.987902641296387,0.9640564322471619,4.023846209049225,0.016283035278320312,0.016283035278320312,0.004046634595949866
181,58,Merged29:535569,DoS,5.585063934326172,0.9681333303451538,4.616930603981018,-0.0016741752624511719,0.0016741752624511719,0.0003626165099834052
182,196,Merged03:462446,DoS,5.14027214050293,0.9612985253334045,4.178973615169525,-0.015329837799072266,0.015329837799072266,0.00366832605581081
183,218,Merged20:680205,DoS,4.976406574249268,0.9640564322471619,4.012350142002106,-0.008136272430419922,0.008136272430419922,0.0020278071809455883
184,1270,Merged58:147310,DoS,6.378360748291016,0.9759803414344788,5.402380406856537,0.0011043548583984375,0.0011043548583984375,0.0002044200473178127
185,1440,Merged61:642876,DoS,4.826085090637207,0.9694440960884094,3.8566409945487976,0.017858266830444336,0.017858266830444336,0.004630523519219512
186,1499,Merged33:238253,DoS,5.433664321899414,0.9593912363052368,4.474273085594177,-0.015865325927734375,0.015865325927734375,0.0035459002220530494
187,1723,Merged41:345883,DoS,4.892767906188965,0.9747238159179688,3.918044090270996,-0.0027666091918945312,0.0027666091918945312,0.0007061199741892582
188,1804,Merged48:598820,DoS,6.307717800140381,0.9653469324111938,5.342370867729187,-0.027618885040283203,0.027618885040283203,0.005169780557002552
189,2234,Merged17:88305,DoS,6.0660271644592285,0.9681333303451538,5.097893834114075,0.014678001403808594,0.014678001403808594,0.002879228536613763
190,2310,Merged16:473446,DoS,5.160940647125244,0.9640564322471619,4.196884214878082,0.011263847351074219,0.011263847351074219,0.0026838594477168413
191,2318,Merged01:477519,DoS,4.858174800872803,0.9694440960884094,3.8887307047843933,0.01051640510559082,0.01051640510559082,0.0027043284567512607
192,2435,Merged29:536927,DoS,6.59755277633667,0.9681333303451538,5.629419445991516,0.015991687774658203,0.015991687774658203,0.0028407348089944237
193,2752,Merged35:81002,DoS,4.6895670890808105,0.9680979251861572,3.7214691638946533,0.015586137771606445,0.015586137771606445,0.00418816792110538
